v0,angle,r,t,PointProbability,ProbabilityWeight,ProbabilityWeight-v0,ProbabilityWeight-angle,prefix
2.62938956815,32.0396129477,0.634506919799,0.284674595299,0.00021186440678,1.0,1.0,1.0,282
35.1530288153,35.0466363761,118.561016689,4.11966954947,0.00021186440678,1.0,1.0,1.0,283
26.8699734357,12.5185549463,31.1787983082,1.18861669607,0.00021186440678,1.0,1.0,1.0,284
40.649542388,51.2624112997,164.598170653,6.47090982269,0.00021186440678,1.0,1.0,1.0,285
20.3610074281,7.87538209997,11.4833222847,0.569355879938,0.00021186440678,1.0,1.0,1.0,286
10.147455494,42.2478418139,10.4587807985,1.39235292174,0.00021186440678,1.0,1.0,1.0,287
50.4970766624,27.9233001971,215.32480392,4.8259661696,0.00021186440678,1.0,1.0,1.0,289
51.7638728222,52.2666608093,264.669343636,8.35476898545,0.00021186440678,1.0,1.0,1.0,290
15.7648304772,7.44002023769,6.51239915327,0.416604088445,0.00021186440678,1.0,1.0,1.0,291
58.9286126962,48.4115707603,351.835428431,8.99481718575,0.00021186440678,1.0,1.0,1.0,288
3.2912490939,7.98785543139,0.304222217637,0.093339285568,0.00021186440678,1.0,1.0,1.0,292
18.8926654039,70.8080447805,22.61525102,3.64135897555,0.00021186440678,1.0,1.0,1.0,293
32.6878632935,33.8152513906,100.825585988,3.71251935742,0.00021186440678,1.0,1.0,1.0,294
20.2724230958,15.1648413227,21.1765395406,1.08228658954,0.00021186440678,1.0,1.0,1.0,295
49.8442709925,46.7794603207,253.026537099,7.41279095859,0.00021186440678,1.0,1.0,1.0,296
17.0210323131,66.5994844729,21.5507254216,3.18797353383,0.00021186440678,1.0,1.0,1.0,297
57.9498578836,22.2656818333,240.31576448,4.48108420499,0.00021186440678,1.0,1.0,1.0,298
27.9786445864,54.8312378791,75.2204174831,4.66763188234,0.00021186440678,1.0,1.0,1.0,299
50.6793614832,11.8277967551,105.157010266,2.11995823719,0.00021186440678,1.0,1.0,1.0,300
12.4684222006,9.13453780211,4.97286565334,0.403959703185,0.00021186440678,1.0,1.0,1.0,301
25.2698805647,47.5083706441,64.9102688872,3.80273555033,0.00021186440678,1.0,1.0,1.0,302
42.2712201921,48.2508095827,181.159609274,6.43615373404,0.00021186440678,1.0,1.0,1.0,303
9.16283223153,55.994392459,7.94389674592,1.55016952835,0.00021186440678,1.0,1.0,1.0,304
8.83197969124,63.0873069861,6.42514584679,1.60723515244,0.00021186440678,1.0,1.0,1.0,305
58.2026751796,83.0681660208,82.8264784157,11.7912733098,0.00021186440678,1.0,1.0,1.0,306
43.1611111381,46.3040279507,189.893051845,6.36860440408,0.00021186440678,1.0,1.0,1.0,307
24.5304333876,68.6148956566,41.6958015336,4.66153650141,0.00021186440678,1.0,1.0,1.0,309
26.5777235775,26.6665804064,57.8162054534,2.43429077466,0.00021186440678,1.0,1.0,1.0,310
44.8985162561,40.1177137241,202.721700472,5.90424728903,0.00021186440678,1.0,1.0,1.0,311
3.42298338758,30.836518357,1.05242604892,0.358079153014,0.00021186440678,1.0,1.0,1.0,308
15.8007714492,11.2765107691,9.77100336781,0.630560775699,0.00021186440678,1.0,1.0,1.0,312
11.8756867083,7.02805943834,3.49517637141,0.296541733127,0.00021186440678,1.0,1.0,1.0,313
5.77150506242,82.0118735165,0.935539087478,1.1664292869,0.00021186440678,1.0,1.0,1.0,314
26.2705541335,71.878409811,41.6348351412,5.0954077022,0.00021186440678,1.0,1.0,1.0,315
41.621494126,60.6779362391,150.953303175,7.40591421896,0.00021186440678,1.0,1.0,1.0,316
4.43342205962,37.7162358986,1.94115839665,0.553500280395,0.00021186440678,1.0,1.0,1.0,317
54.9976102172,18.863545529,188.861217365,3.62889278381,0.00021186440678,1.0,1.0,1.0,318
27.0987816425,17.5149631529,43.011890762,1.66438979442,0.00021186440678,1.0,1.0,1.0,319
15.147454378,25.0194317335,17.9454440385,1.30739721991,0.00021186440678,1.0,1.0,1.0,320
6.53852409044,48.9381336709,4.32132503512,1.00613307084,0.00021186440678,1.0,1.0,1.0,321
11.7890938713,62.1676739997,11.7107203088,2.12761314152,0.00021186440678,1.0,1.0,1.0,322
56.1422258977,57.815789723,289.977503672,9.69702258153,0.00021186440678,1.0,1.0,1.0,323
38.6579646258,27.394711753,124.593217983,3.63004472985,0.00021186440678,1.0,1.0,1.0,324
31.4850792555,81.3892224423,29.9484337017,6.35309935777,0.00021186440678,1.0,1.0,1.0,325
39.7695685727,64.0317530695,127.066571492,7.29679749391,0.00021186440678,1.0,1.0,1.0,326
26.704700814,49.3483245103,71.932844044,4.13478180571,0.00021186440678,1.0,1.0,1.0,327
3.81525145304,38.5680053834,1.44804118339,0.485426970035,0.00021186440678,1.0,1.0,1.0,329
34.3961956139,24.8184790322,91.9866406764,2.94645418787,0.00021186440678,1.0,1.0,1.0,330
10.3601403272,33.4778144836,10.0783251822,1.16628551301,0.00021186440678,1.0,1.0,1.0,331
44.0723198874,53.9376596662,188.63314532,7.27082629062,0.00021186440678,1.0,1.0,1.0,328
8.08971450433,65.6276888541,5.02030242521,1.50383366735,0.00021186440678,1.0,1.0,1.0,332
21.1709006746,6.15147933391,9.74533991958,0.462983510157,0.00021186440678,1.0,1.0,1.0,333
6.41614523493,14.2858114301,2.00901691008,0.323110580304,0.00021186440678,1.0,1.0,1.0,334
6.55526248355,8.68021138098,1.308356514,0.201901293337,0.00021186440678,1.0,1.0,1.0,335
19.3733852807,8.25830429868,10.8880858008,0.567901365431,0.00021186440678,1.0,1.0,1.0,336
58.7911212912,73.4368463951,192.74223051,11.5003364033,0.00021186440678,1.0,1.0,1.0,337
11.3444857724,61.2926290129,11.0652279756,2.03062678208,0.00021186440678,1.0,1.0,1.0,338
2.01250517136,42.9339065305,0.412209027525,0.279760501937,0.00021186440678,1.0,1.0,1.0,339
46.038501095,12.8267328646,93.6334565633,2.08585843232,0.00021186440678,1.0,1.0,1.0,340
48.6078657237,44.3292698169,241.028271391,6.93188647896,0.00021186440678,1.0,1.0,1.0,341
21.4319549141,42.8777415766,46.7417222525,2.9761385224,0.00021186440678,1.0,1.0,1.0,342
28.4157551775,18.8561493191,50.3997732697,1.87424085693,0.00021186440678,1.0,1.0,1.0,343
39.3366471646,39.7081321,155.208896788,5.1288325835,0.00021186440678,1.0,1.0,1.0,344
3.83547660099,36.8803791403,1.44121955407,0.469764743121,0.00021186440678,1.0,1.0,1.0,345
56.9995981862,54.2680074576,314.327704131,9.44282756137,0.00021186440678,1.0,1.0,1.0,346
53.3141428841,55.8074916272,269.644994613,8.99979792402,0.00021186440678,1.0,1.0,1.0,347
16.3927238771,8.62432064573,8.13071226531,0.501667641724,0.00021186440678,1.0,1.0,1.0,348
1.90296772586,34.9690097268,0.347097354513,0.222582479381,0.00021186440678,1.0,1.0,1.0,349
56.0727422156,55.0687931781,301.218979941,9.38177227936,0.00021186440678,1.0,1.0,1.0,350
30.5613532072,45.2509008628,95.3020907526,4.42950293781,0.00021186440678,1.0,1.0,1.0,351
32.8232694894,73.5191869895,59.813351414,6.42341196012,0.00021186440678,1.0,1.0,1.0,352
41.3538624971,57.6954902086,157.647656027,7.13328616415,0.00021186440678,1.0,1.0,1.0,353
37.3352188825,18.0347538584,83.7441056574,2.3589291841,0.00021186440678,1.0,1.0,1.0,354
56.6896046057,10.6454996592,119.072877304,2.13721961287,0.00021186440678,1.0,1.0,1.0,355
56.7108442454,56.3935421154,302.561556495,9.63921004007,0.00021186440678,1.0,1.0,1.0,356
52.1647372051,7.12090462496,68.3107556209,1.31969892264,0.00021186440678,1.0,1.0,1.0,357
38.5478122706,51.8620467109,147.296896933,6.18752268764,0.00021186440678,1.0,1.0,1.0,358
48.2560084053,80.2184193384,79.5649088582,9.70499793411,0.00021186440678,1.0,1.0,1.0,359
40.9529321904,51.0379342656,167.349989401,6.49866577468,0.00021186440678,1.0,1.0,1.0,360
34.8286552112,36.0535940786,117.792275133,4.18328928131,0.00021186440678,1.0,1.0,1.0,361
8.58152064113,56.4630579137,6.92095146267,1.45978633127,0.00021186440678,1.0,1.0,1.0,362
48.8610465834,41.6602307643,241.958856164,6.62826970302,0.00021186440678,1.0,1.0,1.0,363
49.4177288037,48.6493430016,247.17595485,7.57079919676,0.00021186440678,1.0,1.0,1.0,364
37.930440526,80.3171844211,48.6808371907,7.63062896137,0.00021186440678,1.0,1.0,1.0,365
49.4051833713,35.8882105795,236.576161735,5.91053029776,0.00021186440678,1.0,1.0,1.0,366
39.4376012467,81.8952447355,44.3030187625,7.96810141145,0.00021186440678,1.0,1.0,1.0,367
13.1943772869,77.4280514178,7.5479914451,2.6281676699,0.00021186440678,1.0,1.0,1.0,368
17.1637068699,20.6632908284,19.8504507974,1.23605113202,0.00021186440678,1.0,1.0,1.0,369
13.6607581725,10.5489041669,6.85455280372,0.510395770331,0.00021186440678,1.0,1.0,1.0,370
23.2582860862,13.062240446,24.3052753827,1.07277363781,0.00021186440678,1.0,1.0,1.0,371
3.29882514996,6.45774604787,0.248197047501,0.0757184406301,0.00021186440678,1.0,1.0,1.0,372
37.4769791177,12.555436829,60.8203699236,1.66263277625,0.00021186440678,1.0,1.0,1.0,373
20.856698954,59.6405417227,38.7165353611,3.67278600896,0.00021186440678,1.0,1.0,1.0,374
39.6876356997,10.6950917853,58.6193095079,1.50312821585,0.00021186440678,1.0,1.0,1.0,375
23.7384006555,30.5180503301,50.3092289961,2.46012083589,0.00021186440678,1.0,1.0,1.0,376
41.2152065922,72.5900249527,98.9747876625,8.02593182179,0.00021186440678,1.0,1.0,1.0,377
21.0968496434,6.86175512193,10.7743521487,0.514393495305,0.00021186440678,1.0,1.0,1.0,378
16.3809772929,70.1574784855,17.4847720555,3.14457637459,0.00021186440678,1.0,1.0,1.0,379
30.2662098406,27.5483818405,76.6597097223,2.85674391545,0.00021186440678,1.0,1.0,1.0,380
41.8805312095,14.4531858548,86.5140672443,2.13324797639,0.00021186440678,1.0,1.0,1.0,381
21.5518596246,60.738973407,40.4214233295,3.83711928224,0.00021186440678,1.0,1.0,1.0,382
56.262240724,55.3154274193,302.289780563,9.44169150175,0.00021186440678,1.0,1.0,1.0,383
3.31199326723,75.1977615967,0.552953207912,0.653485611989,0.00021186440678,1.0,1.0,1.0,384
25.6588158535,63.8056833248,53.2187609702,4.69871650484,0.00021186440678,1.0,1.0,1.0,385
58.0872528136,69.2784742416,227.882920528,11.0876849299,0.00021186440678,1.0,1.0,1.0,386
33.3303410824,27.5627659314,92.9999394667,3.14747275114,0.00021186440678,1.0,1.0,1.0,387
25.984785327,19.1951634209,42.7872725908,1.74356279801,0.00021186440678,1.0,1.0,1.0,388
34.5426967103,65.0491799554,93.1351638796,6.39159878073,0.00021186440678,1.0,1.0,1.0,389
34.9795495402,69.5467793906,81.7575973304,6.68864530006,0.00021186440678,1.0,1.0,1.0,390
44.1672174188,84.2404112404,39.7505537303,8.96821422503,0.00021186440678,1.0,1.0,1.0,391
8.53369391536,38.0094143639,7.21087098043,1.07244315348,0.00021186440678,1.0,1.0,1.0,392
15.7509703857,34.761447038,23.715977095,1.83277297113,0.00021186440678,1.0,1.0,1.0,393
35.2520970123,67.1130366395,90.869171348,6.62792604124,0.00021186440678,1.0,1.0,1.0,394
52.1598797304,32.2642831382,250.633170607,5.68250305206,0.00021186440678,1.0,1.0,1.0,395
34.1501348927,79.4605862709,42.7997552638,6.85183647597,0.00021186440678,1.0,1.0,1.0,396
15.0772146934,73.6730200957,12.5158135828,2.95289718415,0.00021186440678,1.0,1.0,1.0,397
41.1108419956,39.3195220908,169.080089444,5.31625694258,0.00021186440678,1.0,1.0,1.0,398
44.6546168471,65.0696852198,155.550710836,8.26403054661,0.00021186440678,1.0,1.0,1.0,399
15.0559329772,65.3634302459,17.5291246983,2.79293771877,0.00021186440678,1.0,1.0,1.0,400
23.2860042912,13.2499094327,24.6881503887,1.0892092772,0.00021186440678,1.0,1.0,1.0,401
32.5253209433,77.2042325307,46.6286779296,6.4729750906,0.00021186440678,1.0,1.0,1.0,402
30.2971101548,45.4201900494,93.6547090602,4.40404622909,0.00021186440678,1.0,1.0,1.0,403
23.9874672813,71.1165973512,35.9594271678,4.6319268219,0.00021186440678,1.0,1.0,1.0,404
18.5604750713,30.6039683022,30.8064241007,1.92839938087,0.00021186440678,1.0,1.0,1.0,405
6.8991084201,76.6418587211,2.18353396809,1.36988827343,0.00021186440678,1.0,1.0,1.0,406
4.15563254528,36.1361345721,1.67849352246,0.500122585361,0.00021186440678,1.0,1.0,1.0,407
57.5539483159,5.86701175218,68.739817569,1.20064367623,0.00021186440678,1.0,1.0,1.0,408
50.9814457204,77.4305577745,112.667053468,10.1550146311,0.00021186440678,1.0,1.0,1.0,409
21.9394062117,12.3029341379,20.4506528444,0.954052634486,0.00021186440678,1.0,1.0,1.0,410
57.4512521889,30.5450905546,294.829123952,5.95870657402,0.00021186440678,1.0,1.0,1.0,411
40.9294243646,81.0049572205,52.795414673,8.25021817298,0.00021186440678,1.0,1.0,1.0,412
29.4687360445,81.0485720625,27.2399637616,5.94078052526,0.00021186440678,1.0,1.0,1.0,413
30.088513881,50.875031102,90.4436676003,4.76363495725,0.00021186440678,1.0,1.0,1.0,414
5.91378027059,55.5469771965,3.32952274882,0.995193044407,0.00021186440678,1.0,1.0,1.0,415
6.41054461557,40.8756420845,4.14999360344,0.856160183735,0.00021186440678,1.0,1.0,1.0,416
36.5440146431,28.4568614195,114.17537477,3.5536962629,0.00021186440678,1.0,1.0,1.0,417
33.6684800614,31.2931637527,102.680949873,3.56897678395,0.00021186440678,1.0,1.0,1.0,418
13.5509457534,58.8014768562,16.6048490623,2.36554604616,0.00021186440678,1.0,1.0,1.0,419
56.8254779698,65.1899618609,251.004402601,10.5266759916,0.00021186440678,1.0,1.0,1.0,420
47.0964668475,68.3263234569,155.360372956,8.93201166478,0.00021186440678,1.0,1.0,1.0,421
7.69441156292,68.1694518177,4.1708070268,1.45767909532,0.00021186440678,1.0,1.0,1.0,422
55.9248173057,12.2964879142,132.816837392,2.43068082658,0.00021186440678,1.0,1.0,1.0,423
58.480644635,44.5536239724,348.935780598,8.37319304456,0.00021186440678,1.0,1.0,1.0,424
59.7599432305,9.60470032054,119.899858658,2.03488257544,0.00021186440678,1.0,1.0,1.0,425
4.29639827607,48.9623111216,1.86558775402,0.661362881061,0.00021186440678,1.0,1.0,1.0,426
44.485097498,40.3224397533,199.245285581,5.87465138153,0.00021186440678,1.0,1.0,1.0,427
33.2090306776,76.0163347216,52.7751612593,6.57650401611,0.00021186440678,1.0,1.0,1.0,428
42.6440576444,33.0732007763,169.712372646,4.74924321078,0.00021186440678,1.0,1.0,1.0,429
58.1504648372,14.3653610557,165.862721278,2.94436300445,0.00021186440678,1.0,1.0,1.0,430
41.5937703849,16.4393343617,95.8340414857,2.40225222235,0.00021186440678,1.0,1.0,1.0,431
50.3808686632,65.9208502204,192.955016656,9.38711469765,0.00021186440678,1.0,1.0,1.0,432
52.1452538006,54.457444765,262.479360852,8.65913430953,0.00021186440678,1.0,1.0,1.0,433
50.4703651053,13.0898141135,114.675152939,2.3327418519,0.00021186440678,1.0,1.0,1.0,434
26.1393969041,11.7285443486,27.7533820572,1.08438547612,0.00021186440678,1.0,1.0,1.0,435
14.1320087039,61.0775306206,17.2530368548,2.52436591375,0.00021186440678,1.0,1.0,1.0,436
24.4024442694,10.8210404417,22.4099106384,0.934972293414,0.00021186440678,1.0,1.0,1.0,437
53.6219176768,70.7488045436,182.65474426,10.3313254819,0.00021186440678,1.0,1.0,1.0,438
9.64968445982,61.499378564,7.96888701063,1.73066487641,0.00021186440678,1.0,1.0,1.0,439
31.2862443072,11.5079022214,39.0517871125,1.27381677778,0.00021186440678,1.0,1.0,1.0,440
14.7604559112,11.7870170639,8.89122242201,0.615343044003,0.00021186440678,1.0,1.0,1.0,441
35.297019556,83.9311662873,26.7306431124,7.16310223132,0.00021186440678,1.0,1.0,1.0,442
51.9251728111,34.9416634324,258.34064432,6.06933324238,0.00021186440678,1.0,1.0,1.0,443
52.9412380929,34.6513712475,267.53941553,6.14314502304,0.00021186440678,1.0,1.0,1.0,444
14.9644262339,70.0239656086,14.6733140849,2.87022458846,0.00021186440678,1.0,1.0,1.0,445
54.553928336,80.7798862261,96.0607558896,10.989611392,0.00021186440678,1.0,1.0,1.0,446
35.9214354323,83.8800852184,27.914236953,7.28912598743,0.00021186440678,1.0,1.0,1.0,447
21.6628764359,65.2702546819,36.3906025494,4.01555066406,0.00021186440678,1.0,1.0,1.0,448
42.7826908833,35.1007665205,175.731207422,5.02055923028,0.00021186440678,1.0,1.0,1.0,449
29.4183522021,11.6800576091,35.0157618084,1.21543695879,0.00021186440678,1.0,1.0,1.0,450
23.301267728,67.1717535849,39.6221073176,4.38288284946,0.00021186440678,1.0,1.0,1.0,451
42.5999773991,49.6723399602,182.721952888,6.62782617537,0.00021186440678,1.0,1.0,1.0,452
15.67472484,38.9377610837,24.5118757077,2.01044605068,0.00021186440678,1.0,1.0,1.0,453
20.484899415,77.5083510933,18.0849893191,4.08162684264,0.00021186440678,1.0,1.0,1.0,454
26.6326590126,13.8957984394,33.7464625007,1.30530932915,0.00021186440678,1.0,1.0,1.0,455
15.9672484219,44.4100082385,26.0100976034,2.28034508971,0.00021186440678,1.0,1.0,1.0,456
24.9069231532,5.9082915636,12.9628429964,0.523230837134,0.00021186440678,1.0,1.0,1.0,457
34.7169088686,42.4928515305,122.515420369,4.78596122882,0.00021186440678,1.0,1.0,1.0,458
44.7174580127,9.5042620796,66.4595902405,1.5068959504,0.00021186440678,1.0,1.0,1.0,459
46.2644963884,14.5054333493,105.922785796,2.36488821456,0.00021186440678,1.0,1.0,1.0,460
49.5446308988,14.4020997755,120.684098792,2.5148994545,0.00021186440678,1.0,1.0,1.0,461
44.9084875244,56.9368238868,188.185470845,7.68090503772,0.00021186440678,1.0,1.0,1.0,462
41.1813259791,64.6835899492,133.785357274,7.59719920336,0.00021186440678,1.0,1.0,1.0,463
15.0128817575,51.6695013006,22.3781784748,2.40342863003,0.00021186440678,1.0,1.0,1.0,464
24.6131508498,81.9738041975,17.0934201962,4.97388748299,0.00021186440678,1.0,1.0,1.0,465
29.1851788138,34.9896466429,81.6633701969,3.4154307282,0.00021186440678,1.0,1.0,1.0,466
5.89058792891,27.8569671565,2.9254654033,0.561728769542,0.00021186440678,1.0,1.0,1.0,467
32.1738370655,74.4879303848,54.4406558164,6.32691373055,0.00021186440678,1.0,1.0,1.0,468
26.7438139221,22.8876669188,52.3002445228,2.12272557182,0.00021186440678,1.0,1.0,1.0,469
48.3244460417,82.0578027882,65.2196018232,9.76753397502,0.00021186440678,1.0,1.0,1.0,470
58.6961392084,5.97235759743,72.7605097476,1.24637829385,0.00021186440678,1.0,1.0,1.0,471
20.0384967134,8.45279328605,11.9149399952,0.601132402807,0.00021186440678,1.0,1.0,1.0,473
33.8042974334,82.5903064007,29.8244373789,6.84122649865,0.00021186440678,1.0,1.0,1.0,472
3.56064618927,76.2914494591,0.595700489198,0.705962608941,0.00021186440678,1.0,1.0,1.0,474
55.5539563341,47.2160885768,313.980886503,8.32085595394,0.00021186440678,1.0,1.0,1.0,475
55.2278275525,84.4371833465,60.056401104,11.2179047235,0.00021186440678,1.0,1.0,1.0,476
15.9264197126,10.9037251039,9.61514164522,0.614822482608,0.00021186440678,1.0,1.0,1.0,477
42.029256094,49.3083423852,178.216325305,6.50363517941,0.00021186440678,1.0,1.0,1.0,478
5.45063837908,82.5442031765,0.78011075989,1.10297034325,0.00021186440678,1.0,1.0,1.0,479
10.8067104006,46.8478277609,11.8920547244,1.60896435681,0.00021186440678,1.0,1.0,1.0,480
13.7917372055,55.3518910823,18.1559444385,2.31548992756,0.00021186440678,1.0,1.0,1.0,481
18.3751428601,60.6598951983,29.4330503168,3.26899982883,0.00021186440678,1.0,1.0,1.0,482
59.7540508645,41.3632851551,361.409728313,8.05863936826,0.00021186440678,1.0,1.0,1.0,483
42.1185783372,55.2046463755,169.654506956,7.05869112238,0.00021186440678,1.0,1.0,1.0,484
23.667907688,51.7451451269,55.5831091719,3.79297285466,0.00021186440678,1.0,1.0,1.0,485
44.4889419371,77.0926406961,87.9485547,8.84996287466,0.00021186440678,1.0,1.0,1.0,486
55.0000061849,8.63571032966,91.6447412169,1.68537494877,0.00021186440678,1.0,1.0,1.0,487
57.5634417561,27.4770548061,276.814081767,5.42028358334,0.00021186440678,1.0,1.0,1.0,488
4.41396978321,81.0329192868,0.612175689686,0.889800509394,0.00021186440678,1.0,1.0,1.0,489
24.2767859917,76.2211026231,27.8229007369,4.81186740896,0.00021186440678,1.0,1.0,1.0,490
7.29860793503,41.4525403726,5.39405982073,0.986055994357,0.00021186440678,1.0,1.0,1.0,491
20.8039439804,54.6106081385,41.7017568583,3.4612457094,0.00021186440678,1.0,1.0,1.0,492
11.0111145929,27.1904946729,10.0572131887,1.02684344023,0.00021186440678,1.0,1.0,1.0,493
39.1640531847,20.0496928988,100.812153147,2.74016504857,0.00021186440678,1.0,1.0,1.0,494
23.9078346016,42.0958726381,58.0255224226,3.27085118915,0.00021186440678,1.0,1.0,1.0,495
14.5342901141,33.2681785776,19.773296685,1.62712426512,0.00021186440678,1.0,1.0,1.0,496
16.6903379133,51.6924891171,27.6531167029,2.6728217683,0.00021186440678,1.0,1.0,1.0,497
22.2603602487,11.2187712468,19.2989313131,0.883853152309,0.00021186440678,1.0,1.0,1.0,498
16.3370415197,82.9515846255,6.63329248822,3.30889377619,0.00021186440678,1.0,1.0,1.0,499
27.7412100194,83.896859884,16.6033338262,5.62938288503,0.00021186440678,1.0,1.0,1.0,500
2.90664129236,60.8529375065,0.733436379284,0.518077640872,0.00021186440678,1.0,1.0,1.0,501
17.5060469006,47.8877094488,31.1128643061,2.650315503,0.00021186440678,1.0,1.0,1.0,502
25.2611964541,29.7622090636,56.119154143,2.55912157084,0.00021186440678,1.0,1.0,1.0,503
36.5641309115,70.1036015863,87.3118725456,7.01665314949,0.00021186440678,1.0,1.0,1.0,504
16.9865010467,59.7784941585,25.6114332856,2.9954686973,0.00021186440678,1.0,1.0,1.0,505
8.85792215445,18.0093555928,4.7081627949,0.558902862709,0.00021186440678,1.0,1.0,1.0,506
5.4958220633,77.8741749732,1.26593571573,1.09657201735,0.00021186440678,1.0,1.0,1.0,507
56.4913774651,70.8029794101,202.244257063,10.8877730613,0.00021186440678,1.0,1.0,1.0,508
25.5817043405,80.9839931494,20.6709939307,5.15625145204,0.00021186440678,1.0,1.0,1.0,509
35.288594443,63.0575609156,102.651420207,6.42009118994,0.00021186440678,1.0,1.0,1.0,510
55.2314167168,54.0732153992,295.794715291,9.1274699267,0.00021186440678,1.0,1.0,1.0,511
5.88215649684,38.4594428803,3.43897170425,0.746626334585,0.00021186440678,1.0,1.0,1.0,512
52.7230276993,79.6182785916,100.554990006,10.5836529703,0.00021186440678,1.0,1.0,1.0,513
33.543684825,74.285111164,59.8702086666,6.58976912449,0.00021186440678,1.0,1.0,1.0,514
10.7252214527,8.61749373461,3.47780644136,0.32796682434,0.00021186440678,1.0,1.0,1.0,515
25.2640520347,7.10935812493,15.9974525291,0.638116089155,0.00021186440678,1.0,1.0,1.0,516
46.8785346832,35.1170688938,211.032646228,5.50343435346,0.00021186440678,1.0,1.0,1.0,517
29.3418346363,69.8442661913,56.8347663099,5.62141357277,0.00021186440678,1.0,1.0,1.0,518
59.131877129,83.9820903537,74.3997608994,12.0012268543,0.00021186440678,1.0,1.0,1.0,519
23.2275991077,17.0333513646,30.8384725382,1.38857579402,0.00021186440678,1.0,1.0,1.0,520
24.1863773985,35.4712688621,56.4203039708,2.8643316767,0.00021186440678,1.0,1.0,1.0,522
49.9206890201,82.5931517402,65.0169370245,10.1028854821,0.00021186440678,1.0,1.0,1.0,523
34.5758065399,72.3695140116,70.4240986929,6.72485075988,0.00021186440678,1.0,1.0,1.0,524
45.2251198849,52.530457165,201.536250606,7.3253326303,0.00021186440678,1.0,1.0,1.0,521
4.74719774065,72.0662965782,1.34735042561,0.921744436354,0.00021186440678,1.0,1.0,1.0,525
3.17249011858,42.495452789,1.02308724422,0.437370942608,0.00021186440678,1.0,1.0,1.0,526
8.897275303,38.1855601522,7.8502557307,1.12252804657,0.00021186440678,1.0,1.0,1.0,527
1.80664617494,26.8725657514,0.268576256442,0.166656712188,0.00021186440678,1.0,1.0,1.0,528
5.44618448393,9.5100399676,0.986375594113,0.183636927706,0.00021186440678,1.0,1.0,1.0,529
41.811149456,74.1777897973,93.5889486738,8.20959679009,0.00021186440678,1.0,1.0,1.0,530
32.5264298496,70.0320807251,69.300116332,6.23899391711,0.00021186440678,1.0,1.0,1.0,531
45.2447338459,84.9774139933,36.4349017021,9.19816449126,0.00021186440678,1.0,1.0,1.0,532
54.8767791791,84.7309465333,56.2004484731,11.1520192404,0.00021186440678,1.0,1.0,1.0,533
35.5238223794,49.4345364823,127.229919207,5.50737736966,0.00021186440678,1.0,1.0,1.0,534
43.8411296696,66.5189928705,143.349501132,8.20627395365,0.00021186440678,1.0,1.0,1.0,535
45.667790681,80.5812580314,68.7134443714,9.19431198726,0.00021186440678,1.0,1.0,1.0,536
23.293182551,72.9717912124,31.0046306929,4.54531134981,0.00021186440678,1.0,1.0,1.0,537
15.2240051874,24.7878482984,18.0039035338,1.3026141813,0.00021186440678,1.0,1.0,1.0,538
13.0976744378,41.0435309531,17.3383320638,1.75517454286,0.00021186440678,1.0,1.0,1.0,539
15.8351035153,15.3327533068,13.0499050211,0.854528108205,0.00021186440678,1.0,1.0,1.0,540
17.2091759267,81.32408237,9.01276005754,3.47188934964,0.00021186440678,1.0,1.0,1.0,541
13.226431235,53.4939708674,17.0719657166,2.16965909393,0.00021186440678,1.0,1.0,1.0,542
52.8150190981,23.2914244612,206.750270313,4.26193526814,0.00021186440678,1.0,1.0,1.0,543
45.662948633,58.7360546118,188.77337454,7.96572041095,0.00021186440678,1.0,1.0,1.0,544
3.76689145662,54.4502597976,1.36983768503,0.625466254723,0.00021186440678,1.0,1.0,1.0,545
16.8516768054,33.6530177921,26.7339793019,1.90582850071,0.00021186440678,1.0,1.0,1.0,546
2.3088995673,14.0846074952,0.256801176747,0.114669587215,0.00021186440678,1.0,1.0,1.0,547
30.3917461337,58.7258558287,83.6381649259,5.30114659923,0.00021186440678,1.0,1.0,1.0,548
29.0964310661,46.6246158168,86.2491151995,4.31618712094,0.00021186440678,1.0,1.0,1.0,549
50.0509177239,66.7854712489,185.203545669,9.38746244794,0.00021186440678,1.0,1.0,1.0,550
19.1588570096,46.6130803995,37.3959257408,2.84149900228,0.00021186440678,1.0,1.0,1.0,551
49.1667581462,73.1745197596,136.688010601,9.60448404613,0.00021186440678,1.0,1.0,1.0,552
58.1104520788,49.1525469264,340.960379198,8.97099227119,0.00021186440678,1.0,1.0,1.0,553
6.2160851928,49.8750377551,3.88587721806,0.97001464045,0.00021186440678,1.0,1.0,1.0,554
47.7172527194,75.1322882972,115.239832848,9.41218748794,0.00021186440678,1.0,1.0,1.0,555
35.8073981001,37.2786293999,126.110166577,4.42617189251,0.00021186440678,1.0,1.0,1.0,556
29.3227124601,15.7212182718,45.7672155072,1.62146784384,0.00021186440678,1.0,1.0,1.0,557
25.8116109173,7.30261411571,17.1425849669,0.66957353928,0.00021186440678,1.0,1.0,1.0,558
47.2954273658,65.410980261,172.727519885,8.77683319186,0.00021186440678,1.0,1.0,1.0,559
38.7223199393,54.6247641113,144.447775433,6.44353702408,0.00021186440678,1.0,1.0,1.0,560
48.4976354385,61.3263809998,202.071189937,8.68372117676,0.00021186440678,1.0,1.0,1.0,561
54.2859124968,22.0371327216,209.171085368,4.15683198325,0.00021186440678,1.0,1.0,1.0,562
