X1,X2,Y1,Y2,ProbabilityWeight,prefix,PointProbability
-0.104880036586,1467.89396402,-150.452772652,5137.55545805,0.05,329,0.000869232184154
-0.104880036586,1209.03164502,-123.303283164,4231.53734156,0.05,330,0.000869232184154
-0.104880036586,1778.54355047,-183.033712644,6224.82901062,0.05,327,0.000869232184154
-0.104880036586,411.360996871,-39.6435564021,1439.69007302,0.05,331,0.000869232184154
-0.104880036586,743.930774448,-74.5234868419,2603.68429454,0.05,332,0.000869232184154
-0.104880036586,426.671415201,-41.2493136367,1493.27653718,0.05,333,0.000869232184154
-0.104880036586,673.799919121,-67.1681601694,2358.2263009,0.05,334,0.000869232184154
-0.104880036586,1876.96149384,-193.355790145,6569.2918124,0.05,335,0.000869232184154
-0.104880036586,113.292341147,-8.38210488445,396.449777989,0.05,336,0.000869232184154
-0.104880036586,1048.56024986,-106.473037369,3669.8874585,0.05,337,0.000869232184154
-0.104880036586,1740.14328833,-179.006291746,6090.42809314,0.05,338,0.000869232184154
-0.104880036586,299.336688197,-27.8944428098,1047.60499266,0.05,339,0.000869232184154
-0.104880036586,233.863712809,-21.0276347556,818.449578804,0.05,340,0.000869232184154
-0.104880036586,496.101250988,-48.5311173542,1736.28096243,0.05,341,0.000869232184154
-0.104880036586,1443.05451574,-147.847610407,5050.61738906,0.05,342,0.000869232184154
-0.104880036586,506.332860912,-49.6042089773,1772.09159717,0.05,343,0.000869232184154
-0.104880036586,250.530914927,-22.7756915236,876.784786221,0.05,344,0.000869232184154
-0.104880036586,553.694990592,-54.5715508711,1937.85905105,0.05,345,0.000869232184154
-0.104880036586,1928.02381747,-198.711208515,6748.00994511,0.05,346,0.000869232184154
-0.104880036586,962.88836537,-97.4877669887,3370.03586277,0.05,347,0.000869232184154
-0.104880036586,1640.96076173,-168.604024727,5743.28925002,0.05,348,0.000869232184154
-0.104880036586,857.299073799,-86.4135582256,3000.47334227,0.05,349,0.000869232184154
-0.104880036586,1114.09456961,-113.346279221,3899.2575776,0.05,350,0.000869232184154
-0.104880036586,1097.99158506,-111.657397612,3842.89713167,0.05,351,0.000869232184154
-0.104880036586,1853.19913362,-190.863592936,6486.12355163,0.05,352,0.000869232184154
-0.104880036586,1441.22173531,-147.655388328,5044.20265756,0.05,353,0.000869232184154
-0.104880036586,1100.71340182,-111.942861854,3852.42349036,0.05,354,0.000869232184154
-0.104880036586,454.300631875,-44.1470668923,1589.97879554,0.05,355,0.000869232184154
-0.104880036586,1473.51959848,-151.042789399,5157.24517864,0.05,356,0.000869232184154
-0.104880036586,1590.79549219,-163.342689423,5567.71080665,0.05,357,0.000869232184154
-0.104880036586,1121.92246577,-114.167269257,3926.65521416,0.05,358,0.000869232184154
-0.104880036586,1925.5497963,-198.451733085,6739.35087102,0.05,359,0.000869232184154
-0.104880036586,1572.82095299,-161.457519094,5504.79991945,0.05,360,0.000869232184154
-0.104880036586,1455.10123238,-149.111070489,5092.78089732,0.05,361,0.000869232184154
-0.104880036586,427.407887398,-41.3265548676,1495.85418987,0.05,362,0.000869232184154
-0.104880036586,1161.13605051,-118.27999146,4063.90276077,0.05,363,0.000869232184154
-0.104880036586,1619.55505042,-166.358992942,5668.36926044,0.05,364,0.000869232184154
-0.104880036586,1562.10068231,-160.333176712,5467.27897204,0.05,365,0.000869232184154
-0.104880036586,958.668069672,-97.0451422214,3355.26482782,0.05,366,0.000869232184154
-0.104880036586,845.076147664,-85.1316172853,2957.6931008,0.05,367,0.000869232184154
-0.104880036586,1392.84077133,-142.581191056,4874.86928363,0.05,368,0.000869232184154
-0.104880036586,1391.21136754,-142.410299127,4869.16637035,0.05,369,0.000869232184154
-0.104880036586,655.755708612,-65.275682711,2295.07156412,0.05,370,0.000869232184154
-0.104880036586,7.35898548909,2.72818933267,25.6830331862,0.05,371,0.000869232184154
-0.104880036586,1915.4061321,-197.387865212,6703.84804631,0.05,372,0.000869232184154
-0.104880036586,1631.97871662,-167.661987507,5711.85209213,0.05,373,0.000869232184154
-0.104880036586,1099.55857953,-111.82174405,3848.38161231,0.05,374,0.000869232184154
-0.104880036586,1686.82404926,-173.414168001,5903.81075639,0.05,375,0.000869232184154
-0.104880036586,660.90025675,-65.815243108,2313.0774826,0.05,376,0.000869232184154
-0.104880036586,680.181429414,-67.8374532024,2380.56158692,0.05,377,0.000869232184154
-0.104880036586,627.298511245,-62.29109081,2195.47137333,0.05,378,0.000869232184154
-0.104880036586,680.613756804,-67.8827957148,2382.07473279,0.05,379,0.000869232184154
-0.104880036586,411.943055785,-39.7046027623,1441.72727922,0.05,380,0.000869232184154
-0.104880036586,1581.89237061,-162.408929706,5536.54988113,0.05,381,0.000869232184154
-0.104880036586,294.254529824,-27.3614258537,1029.81743836,0.05,382,0.000869232184154
-0.104880036586,1174.97351141,-119.731264865,4112.33387391,0.05,383,0.000869232184154
-0.104880036586,25.5522513822,0.820078940173,89.359463812,0.05,384,0.000869232184154
-0.104880036586,1316.52809384,-134.577514649,4607.77491242,0.05,385,0.000869232184154
-0.104880036586,373.934795236,-35.7182950053,1308.6983673,0.05,386,0.000869232184154
-0.104880036586,1775.49971449,-182.714475015,6214.17558468,0.05,387,0.000869232184154
-0.104880036586,1434.34798844,-146.934469505,5020.14454352,0.05,388,0.000869232184154
-0.104880036586,856.750213275,-86.3559937137,2998.55233044,0.05,391,0.000869232184154
-0.104880036586,1309.89955769,-133.882313535,4584.57503588,0.05,392,0.000869232184154
-0.104880036586,1635.99849577,-168.083582092,5725.92131917,0.05,389,0.000869232184154
-0.104880036586,446.621573634,-43.341686983,1563.10209169,0.05,390,0.000869232184154
-0.104880036586,386.38714058,-37.0242974406,1352.281576,0.05,393,0.000869232184154
-0.104880036586,1370.95343586,-140.285646512,4798.2636095,0.05,394,0.000869232184154
-0.104880036586,1887.95308161,-194.508588273,6607.7623696,0.05,395,0.000869232184154
-0.104880036586,372.054648207,-35.5211051161,1302.1178527,0.05,396,0.000869232184154
-0.104880036586,705.044081599,-70.4450490731,2467.58086957,0.05,397,0.000869232184154
-0.104880036586,906.809267333,-91.6061891349,3173.75901964,0.05,398,0.000869232184154
-0.104880036586,1816.30117256,-186.99373343,6356.98068792,0.05,399,0.000869232184154
-0.104880036586,1321.71144926,-135.121145155,4625.91665639,0.05,400,0.000869232184154
-0.0506693909487,1279.09771243,-61.3111020527,4476.80652493,0.05,402,0.000965856923782
-0.0506693909487,498.318906989,-21.7495155154,1744.08070589,0.05,403,0.000965856923782
-0.0506693909487,936.044841291,-43.9288220089,3276.12147595,0.05,401,0.000965856923782
-0.0506693909487,1073.82443153,-50.9100299315,3758.35004179,0.05,405,0.000965856923782
-0.0506693909487,578.342049052,-25.8042393855,2024.16170311,0.05,404,0.000965856923782
-0.0506693909487,1044.34419122,-49.4162841097,3655.16920069,0.05,407,0.000965856923782
-0.0506693909487,1962.04605651,-95.9156786967,6867.12572922,0.05,408,0.000965856923782
-0.0506693909487,1826.64347389,-89.0549123026,6393.21669006,0.05,406,0.000965856923782
-0.0506693909487,1070.89077427,-50.7613833047,3748.08224137,0.05,409,0.000965856923782
-0.0506693909487,1205.32042049,-57.5728516042,4218.58600314,0.05,410,0.000965856923782
-0.0506693909487,1846.89457152,-90.0810230854,6464.09553175,0.05,411,0.000965856923782
-0.0506693909487,1640.65157474,-79.6308160511,5742.24504302,0.05,412,0.000965856923782
-0.0506693909487,1997.36973131,-97.7055077848,6990.75859101,0.05,413,0.000965856923782
-0.0506693909487,347.638160071,-14.1146138413,1216.69809168,0.05,414,0.000965856923782
-0.0506693909487,1113.64124508,-52.9275236237,3897.70888922,0.05,415,0.000965856923782
-0.0506693909487,282.592608194,-10.8187953438,989.038660104,0.05,416,0.000965856923782
-0.0506693909487,1889.41402964,-92.2354581315,6612.91363515,0.05,418,0.000965856923782
-0.0506693909487,86.2569031506,-0.870584747762,301.863692454,0.05,417,0.000965856923782
-0.0506693909487,131.252543566,-3.15048644294,459.348433906,0.05,419,0.000965856923782
-0.0506693909487,18.4446391692,2.56542136703,64.5207685187,0.05,420,0.000965856923782
-0.0506693909487,1737.8758252,-84.5571096072,6082.52991962,0.05,421,0.000965856923782
-0.0506693909487,83.2135891736,-0.716381882077,291.212093534,0.05,422,0.000965856923782
-0.0506693909487,1197.33352847,-57.1681606502,4190.63188108,0.05,423,0.000965856923782
-0.0506693909487,425.275610859,-18.0484561875,1488.42916943,0.05,424,0.000965856923782
-0.0506693909487,273.223195754,-10.3440529219,956.245716566,0.05,425,0.000965856923782
-0.0506693909487,1021.93236095,-48.2806903203,3576.72779477,0.05,426,0.000965856923782
-0.0506693909487,1778.54355047,-86.617718478,6224.86695807,0.05,427,0.000965856923782
-0.0506693909487,150.833647268,-4.14264904162,527.882296863,0.05,428,0.000965856923782
-0.0506693909487,1467.89396402,-70.8772931342,5137.5934055,0.05,429,0.000965856923782
-0.0506693909487,1209.03164502,-57.7608970911,4231.57528901,0.05,430,0.000965856923782
-0.0506693909487,411.360996871,-17.3434111715,1439.72802048,0.05,431,0.000965856923782
-0.0506693909487,743.930774448,-34.1945192493,2603.722242,0.05,432,0.000965856923782
-0.0506693909487,426.671415201,-18.1191807434,1493.31448463,0.05,433,0.000965856923782
-0.0506693909487,673.799919121,-30.6410315231,2358.26424835,0.05,434,0.000965856923782
-0.0506693909487,1876.96149384,-91.6044957268,6569.32975985,0.05,435,0.000965856923782
-0.0506693909487,1048.56024986,-49.6299092336,3669.92540595,0.05,437,0.000965856923782
-0.0506693909487,113.292341147,-2.24045392506,396.487725441,0.05,436,0.000965856923782
-0.0506693909487,1740.14328833,-84.6720005832,6090.46604059,0.05,438,0.000965856923782
-0.0506693909487,299.336688197,-11.6672076795,1047.64294012,0.05,439,0.000965856923782
-0.0506693909487,233.863712809,-8.349731893,818.487526256,0.05,440,0.000965856923782
-0.0506693909487,496.101250988,-21.6371482364,1736.31890988,0.05,441,0.000965856923782
-0.0506693909487,1443.05451574,-69.6186934182,5050.65533651,0.05,442,0.000965856923782
-0.0506693909487,506.332860912,-22.1555776797,1772.12954462,0.05,443,0.000965856923782
-0.0506693909487,250.530914927,-9.19424887319,876.822733673,0.05,444,0.000965856923782
-0.0506693909487,553.694990592,-24.5553879447,1937.8969985,0.05,445,0.000965856923782
-0.0506693909487,1928.02381747,-94.1917925656,6748.04789256,0.05,446,0.000965856923782
-0.0506693909487,962.88836537,-45.2889670249,3370.07381022,0.05,447,0.000965856923782
-0.0506693909487,1640.96076173,-79.6464823674,5743.32719747,0.05,448,0.000965856923782
-0.0506693909487,857.299073799,-39.9388219302,3000.51128972,0.05,449,0.000965856923782
-0.0506693909487,1114.09456961,-52.9504933012,3899.29552505,0.05,450,0.000965856923782
-0.0506693909487,1097.99158506,-52.1345648815,3842.93507912,0.05,451,0.000965856923782
-0.0506693909487,1853.19913362,-90.4004714069,6486.16149908,0.05,452,0.000965856923782
-0.0506693909487,1441.22173531,-69.5258275501,5044.24060501,0.05,453,0.000965856923782
-0.0506693909487,1100.71340182,-52.2724776794,3852.46143781,0.05,454,0.000965856923782
-0.0506693909487,454.300631875,-19.5191363247,1590.01674299,0.05,455,0.000965856923782
-0.0506693909487,1590.79549219,-77.1046387133,5567.7487541,0.05,457,0.000965856923782
-0.0506693909487,1473.51959848,-71.1623406058,5157.2831261,0.05,456,0.000965856923782
-0.0506693909487,1121.92246577,-53.3471280321,3926.69316161,0.05,458,0.000965856923782
-0.0506693909487,1925.5497963,-94.0664354198,6739.38881847,0.05,459,0.000965856923782
-0.0506693909487,1572.82095299,-76.1938797595,5504.83786691,0.05,460,0.000965856923782
-0.0506693909487,427.407887398,-18.1564973411,1495.89213732,0.05,462,0.000965856923782
-0.0506693909487,1161.13605051,-55.3340564881,4063.94070822,0.05,463,0.000965856923782
-0.0506693909487,1455.10123238,-70.2290932135,5092.81884477,0.05,461,0.000965856923782
-0.0506693909487,1619.55505042,-78.5618680126,5668.40720789,0.05,464,0.000965856923782
-0.0506693909487,1562.10068231,-75.6506901729,5467.3169195,0.05,465,0.000965856923782
-0.0506693909487,958.668069672,-45.0751272122,3355.30277528,0.05,466,0.000965856923782
-0.0506693909487,1392.84077133,-67.0743935717,4874.90723108,0.05,468,0.000965856923782
-0.0506693909487,845.076147664,-39.3194937074,2957.73104825,0.05,467,0.000965856923782
-0.0506693909487,1391.21136754,-66.9918326739,4869.2043178,0.05,469,0.000965856923782
-0.0506693909487,655.755708612,-29.7267423665,2295.10951157,0.05,470,0.000965856923782
-0.0506693909487,7.35898548909,3.12712468727,25.7209806381,0.05,471,0.000965856923782
-0.0506693909487,1915.4061321,-93.5524621327,6703.88599377,0.05,472,0.000965856923782
-0.0506693909487,1631.97871662,-79.1913676121,5711.89003958,0.05,473,0.000965856923782
-0.0506693909487,1099.55857953,-52.213963537,3848.41955977,0.05,474,0.000965856923782
-0.0506693909487,1686.82404926,-81.9703472137,5903.84870384,0.05,475,0.000965856923782
-0.0506693909487,660.90025675,-29.9874134874,2313.11543005,0.05,476,0.000965856923782
-0.0506693909487,680.181429414,-30.964378763,2380.59953438,0.05,477,0.000965856923782
-0.0506693909487,627.298511245,-28.2848335078,2195.50932078,0.05,478,0.000965856923782
-0.0506693909487,680.613756804,-30.9862845285,2382.11268024,0.05,479,0.000965856923782
-0.0506693909487,411.943055785,-17.3729037422,1441.76522667,0.05,480,0.000965856923782
-0.0506693909487,1581.89237061,-76.6535229654,5536.58782858,0.05,481,0.000965856923782
-0.0506693909487,294.254529824,-11.4096978101,1029.85538581,0.05,482,0.000965856923782
-0.0506693909487,1174.97351141,-56.035192204,4112.37182136,0.05,483,0.000965856923782
-0.0506693909487,25.5522513822,2.2052829851,89.3974112639,0.05,484,0.000965856923782
-0.0506693909487,1316.52809384,-63.2076766818,4607.81285987,0.05,485,0.000965856923782
-0.0506693909487,373.934795236,-15.4470483291,1308.73631475,0.05,486,0.000965856923782
-0.0506693909487,1775.49971449,-86.4634891626,6214.21353213,0.05,487,0.000965856923782
-0.0506693909487,1434.34798844,-69.1775389827,5020.18249097,0.05,488,0.000965856923782
-0.0506693909487,1635.99849577,-79.3950473736,5725.95926662,0.05,489,0.000965856923782
-0.0506693909487,446.621573634,-19.1300431206,1563.14003915,0.05,490,0.000965856923782
-0.0506693909487,856.750213275,-39.9110115018,2998.59027789,0.05,491,0.000965856923782
-0.0506693909487,1309.89955769,-62.8718127919,4584.61298333,0.05,492,0.000965856923782
-0.0506693909487,386.38714058,-16.0780010836,1352.31952346,0.05,493,0.000965856923782
-0.0506693909487,1370.95343586,-65.9653756142,4798.30155695,0.05,494,0.000965856923782
-0.0506693909487,1887.95308161,-92.1614327847,6607.80031705,0.05,495,0.000965856923782
-0.0506693909487,372.054648207,-15.3517824242,1302.15580015,0.05,496,0.000965856923782
-0.0506693909487,705.044081599,-32.2241542066,2467.61881702,0.05,497,0.000965856923782
-0.0506693909487,906.809267333,-42.4474732824,3173.79696709,0.05,498,0.000965856923782
-0.0506693909487,1816.30117256,-88.5308741928,6357.01863537,0.05,499,0.000965856923782
-0.0506693909487,1321.71144926,-63.4703141439,4625.95460384,0.05,500,0.000965856923782
-2.78291642467e-17,936.044841291,3.5,3276.15694452,0.05,501,0.000997356272791
-2.78291642467e-17,1279.09771243,3.5,4476.84199351,0.05,502,0.000997356272791
-2.78291642467e-17,498.318906989,3.5,1744.11617446,0.05,503,0.000997356272791
-2.78291642467e-17,578.342049052,3.5,2024.19717168,0.05,504,0.000997356272791
-2.78291642467e-17,1073.82443153,3.5,3758.38551036,0.05,505,0.000997356272791
-2.78291642467e-17,1826.64347389,3.5,6393.25215863,0.05,506,0.000997356272791
-2.78291642467e-17,1044.34419122,3.5,3655.20466926,0.05,507,0.000997356272791
-2.78291642467e-17,1962.04605651,3.5,6867.16119779,0.05,508,0.000997356272791
-2.78291642467e-17,1070.89077427,3.5,3748.11770994,0.05,509,0.000997356272791
-2.78291642467e-17,1205.32042049,3.5,4218.62147171,0.05,510,0.000997356272791
-2.78291642467e-17,1846.89457152,3.5,6464.13100033,0.05,511,0.000997356272791
-2.78291642467e-17,1640.65157474,3.5,5742.28051159,0.05,512,0.000997356272791
-2.78291642467e-17,1997.36973131,3.5,6990.79405959,0.05,513,0.000997356272791
-2.78291642467e-17,347.638160071,3.5,1216.73356025,0.05,514,0.000997356272791
-2.78291642467e-17,1113.64124508,3.5,3897.74435779,0.05,515,0.000997356272791
-2.78291642467e-17,282.592608194,3.5,989.074128677,0.05,516,0.000997356272791
-2.78291642467e-17,86.2569031506,3.5,301.899161027,0.05,517,0.000997356272791
-2.78291642467e-17,1889.41402964,3.5,6612.94910373,0.05,518,0.000997356272791
-2.78291642467e-17,18.4446391692,3.5,64.5562370924,0.05,520,0.000997356272791
-2.78291642467e-17,1737.8758252,3.5,6082.5653882,0.05,521,0.000997356272791
-2.78291642467e-17,83.2135891736,3.5,291.247562107,0.05,522,0.000997356272791
-2.78291642467e-17,131.252543566,3.5,459.38390248,0.05,519,0.000997356272791
-2.78291642467e-17,1197.33352847,3.5,4190.66734966,0.05,523,0.000997356272791
-2.78291642467e-17,425.275610859,3.5,1488.46463801,0.05,524,0.000997356272791
-2.78291642467e-17,273.223195754,3.5,956.28118514,0.05,525,0.000997356272791
-2.78291642467e-17,1021.93236095,3.5,3576.76326334,0.05,526,0.000997356272791
-2.78291642467e-17,1778.54355047,3.5,6224.90242664,0.05,527,0.000997356272791
-2.78291642467e-17,1209.03164502,3.5,4231.61075759,0.05,530,0.000997356272791
-2.78291642467e-17,150.833647268,3.5,527.917765437,0.05,528,0.000997356272791
-2.78291642467e-17,1467.89396402,3.5,5137.62887408,0.05,529,0.000997356272791
-2.78291642467e-17,743.930774448,3.5,2603.75771057,0.05,532,0.000997356272791
-2.78291642467e-17,426.671415201,3.5,1493.3499532,0.05,533,0.000997356272791
-2.78291642467e-17,673.799919121,3.5,2358.29971692,0.05,534,0.000997356272791
-2.78291642467e-17,411.360996871,3.5,1439.76348905,0.05,531,0.000997356272791
-2.78291642467e-17,1876.96149384,3.5,6569.36522843,0.05,535,0.000997356272791
-2.78291642467e-17,113.292341147,3.5,396.523194014,0.05,536,0.000997356272791
-2.78291642467e-17,1048.56024986,3.5,3669.96087452,0.05,537,0.000997356272791
-2.78291642467e-17,1740.14328833,3.5,6090.50150916,0.05,538,0.000997356272791
-2.78291642467e-17,299.336688197,3.5,1047.67840869,0.05,539,0.000997356272791
-2.78291642467e-17,233.863712809,3.5,818.52299483,0.05,540,0.000997356272791
-2.78291642467e-17,496.101250988,3.5,1736.35437846,0.05,541,0.000997356272791
-2.78291642467e-17,1443.05451574,3.5,5050.69080509,0.05,542,0.000997356272791
-2.78291642467e-17,506.332860912,3.5,1772.16501319,0.05,543,0.000997356272791
-2.78291642467e-17,250.530914927,3.5,876.858202246,0.05,544,0.000997356272791
-2.78291642467e-17,553.694990592,3.5,1937.93246707,0.05,545,0.000997356272791
-2.78291642467e-17,962.88836537,3.5,3370.10927879,0.05,547,0.000997356272791
-2.78291642467e-17,1640.96076173,3.5,5743.36266605,0.05,548,0.000997356272791
-2.78291642467e-17,1928.02381747,3.5,6748.08336113,0.05,546,0.000997356272791
-2.78291642467e-17,1114.09456961,3.5,3899.33099363,0.05,550,0.000997356272791
-2.78291642467e-17,1097.99158506,3.5,3842.9705477,0.05,551,0.000997356272791
-2.78291642467e-17,857.299073799,3.5,3000.5467583,0.05,549,0.000997356272791
-2.78291642467e-17,1853.19913362,3.5,6486.19696765,0.05,552,0.000997356272791
-2.78291642467e-17,1441.22173531,3.5,5044.27607359,0.05,553,0.000997356272791
-2.78291642467e-17,1100.71340182,3.5,3852.49690638,0.05,554,0.000997356272791
-2.78291642467e-17,454.300631875,3.5,1590.05221156,0.05,555,0.000997356272791
-2.78291642467e-17,1473.51959848,3.5,5157.31859467,0.05,556,0.000997356272791
-2.78291642467e-17,1590.79549219,3.5,5567.78422267,0.05,557,0.000997356272791
-2.78291642467e-17,1121.92246577,3.5,3926.72863019,0.05,558,0.000997356272791
-2.78291642467e-17,1925.5497963,3.5,6739.42428705,0.05,559,0.000997356272791
-2.78291642467e-17,1572.82095299,3.5,5504.87333548,0.05,560,0.000997356272791
-2.78291642467e-17,1455.10123238,3.5,5092.85431334,0.05,561,0.000997356272791
-2.78291642467e-17,427.407887398,3.5,1495.92760589,0.05,562,0.000997356272791
-2.78291642467e-17,1161.13605051,3.5,4063.9761768,0.05,563,0.000997356272791
-2.78291642467e-17,1619.55505042,3.5,5668.44267647,0.05,564,0.000997356272791
-2.78291642467e-17,1562.10068231,3.5,5467.35238807,0.05,565,0.000997356272791
-2.78291642467e-17,958.668069672,3.5,3355.33824385,0.05,566,0.000997356272791
-2.78291642467e-17,845.076147664,3.5,2957.76651682,0.05,567,0.000997356272791
-2.78291642467e-17,1392.84077133,3.5,4874.94269965,0.05,568,0.000997356272791
-2.78291642467e-17,1391.21136754,3.5,4869.23978638,0.05,569,0.000997356272791
-2.78291642467e-17,655.755708612,3.5,2295.14498014,0.05,570,0.000997356272791
-2.78291642467e-17,7.35898548909,3.5,25.7564492118,0.05,571,0.000997356272791
-2.78291642467e-17,1915.4061321,3.5,6703.92146234,0.05,572,0.000997356272791
-2.78291642467e-17,1631.97871662,3.5,5711.92550815,0.05,573,0.000997356272791
-2.78291642467e-17,1099.55857953,3.5,3848.45502834,0.05,574,0.000997356272791
-2.78291642467e-17,1686.82404926,3.5,5903.88417242,0.05,575,0.000997356272791
-2.78291642467e-17,660.90025675,3.5,2313.15089863,0.05,576,0.000997356272791
-2.78291642467e-17,680.181429414,3.5,2380.63500295,0.05,577,0.000997356272791
-2.78291642467e-17,627.298511245,3.5,2195.54478936,0.05,578,0.000997356272791
-2.78291642467e-17,411.943055785,3.5,1441.80069525,0.05,580,0.000997356272791
-2.78291642467e-17,680.613756804,3.5,2382.14814881,0.05,579,0.000997356272791
-2.78291642467e-17,1581.89237061,3.5,5536.62329715,0.05,581,0.000997356272791
-2.78291642467e-17,294.254529824,3.5,1029.89085438,0.05,582,0.000997356272791
-2.78291642467e-17,1174.97351141,3.5,4112.40728994,0.05,583,0.000997356272791
-2.78291642467e-17,25.5522513822,3.5,89.4328798376,0.05,584,0.000997356272791
-2.78291642467e-17,1316.52809384,3.5,4607.84832845,0.05,585,0.000997356272791
-2.78291642467e-17,373.934795236,3.5,1308.77178333,0.05,586,0.000997356272791
-2.78291642467e-17,1775.49971449,3.5,6214.2490007,0.05,587,0.000997356272791
-2.78291642467e-17,1434.34798844,3.5,5020.21795954,0.05,588,0.000997356272791
-2.78291642467e-17,1635.99849577,3.5,5725.99473519,0.05,589,0.000997356272791
-2.78291642467e-17,446.621573634,3.5,1563.17550772,0.05,590,0.000997356272791
-2.78291642467e-17,856.750213275,3.5,2998.62574646,0.05,591,0.000997356272791
-2.78291642467e-17,1309.89955769,3.5,4584.6484519,0.05,592,0.000997356272791
-2.78291642467e-17,386.38714058,3.5,1352.35499203,0.05,593,0.000997356272791
-2.78291642467e-17,1370.95343586,3.5,4798.33702552,0.05,594,0.000997356272791
-2.78291642467e-17,1887.95308161,3.5,6607.83578563,0.05,595,0.000997356272791
-2.78291642467e-17,372.054648207,3.5,1302.19126872,0.05,596,0.000997356272791
-2.78291642467e-17,705.044081599,3.5,2467.6542856,0.05,597,0.000997356272791
-2.78291642467e-17,906.809267333,3.5,3173.83243567,0.05,598,0.000997356272791
-2.78291642467e-17,1816.30117256,3.5,6357.05410395,0.05,599,0.000997356272791
0.0506693909487,936.044841291,50.9288220089,3276.19241309,0.05,601,0.000965856923782
0.0506693909487,1279.09771243,68.3111020527,4476.87746208,0.05,602,0.000965856923782
0.0506693909487,498.318906989,28.7495155154,1744.15164304,0.05,603,0.000965856923782
-2.78291642467e-17,1321.71144926,3.5,4625.99007241,0.05,600,0.000997356272791
0.0506693909487,578.342049052,32.8042393855,2024.23264025,0.05,604,0.000965856923782
0.0506693909487,1073.82443153,57.9100299315,3758.42097893,0.05,605,0.000965856923782
0.0506693909487,1826.64347389,96.0549123026,6393.2876272,0.05,606,0.000965856923782
0.0506693909487,1044.34419122,56.4162841097,3655.24013783,0.05,607,0.000965856923782
0.0506693909487,1962.04605651,102.915678697,6867.19666636,0.05,608,0.000965856923782
0.0506693909487,1070.89077427,57.7613833047,3748.15317851,0.05,609,0.000965856923782
0.0506693909487,1205.32042049,64.5728516042,4218.65694029,0.05,610,0.000965856923782
0.0506693909487,1846.89457152,97.0810230854,6464.1664689,0.05,611,0.000965856923782
0.0506693909487,1640.65157474,86.6308160511,5742.31598016,0.05,612,0.000965856923782
0.0506693909487,1997.36973131,104.705507785,6990.82952816,0.05,613,0.000965856923782
0.0506693909487,347.638160071,21.1146138413,1216.76902882,0.05,614,0.000965856923782
0.0506693909487,282.592608194,17.8187953438,989.109597251,0.05,616,0.000965856923782
0.0506693909487,86.2569031506,7.87058474776,301.934629601,0.05,617,0.000965856923782
0.0506693909487,1889.41402964,99.2354581315,6612.9845723,0.05,618,0.000965856923782
0.0506693909487,1113.64124508,59.9275236237,3897.77982637,0.05,615,0.000965856923782
0.0506693909487,131.252543566,10.1504864429,459.419371053,0.05,619,0.000965856923782
0.0506693909487,18.4446391692,4.43457863297,64.591705666,0.05,620,0.000965856923782
0.0506693909487,1737.8758252,91.5571096072,6082.60085677,0.05,621,0.000965856923782
0.0506693909487,83.2135891736,7.71638188208,291.283030681,0.05,622,0.000965856923782
0.0506693909487,1197.33352847,64.1681606502,4190.70281823,0.05,623,0.000965856923782
0.0506693909487,425.275610859,25.0484561875,1488.50010658,0.05,624,0.000965856923782
0.0506693909487,273.223195754,17.3440529219,956.316653714,0.05,625,0.000965856923782
0.0506693909487,1778.54355047,93.617718478,6224.93789522,0.05,627,0.000965856923782
0.0506693909487,1021.93236095,55.2806903203,3576.79873191,0.05,626,0.000965856923782
0.0506693909487,150.833647268,11.1426490416,527.95323401,0.05,628,0.000965856923782
0.0506693909487,1467.89396402,77.8772931342,5137.66434265,0.05,629,0.000965856923782
0.0506693909487,1209.03164502,64.7608970911,4231.64622616,0.05,630,0.000965856923782
0.0506693909487,411.360996871,24.3434111715,1439.79895762,0.05,631,0.000965856923782
0.0506693909487,743.930774448,41.1945192493,2603.79317914,0.05,632,0.000965856923782
0.0506693909487,426.671415201,25.1191807434,1493.38542178,0.05,633,0.000965856923782
0.0506693909487,673.799919121,37.6410315231,2358.3351855,0.05,634,0.000965856923782
0.0506693909487,1876.96149384,98.6044957268,6569.400697,0.05,635,0.000965856923782
0.0506693909487,113.292341147,9.24045392506,396.558662588,0.05,636,0.000965856923782
0.0506693909487,299.336688197,18.6672076795,1047.71387726,0.05,639,0.000965856923782
0.0506693909487,1048.56024986,56.6299092336,3669.9963431,0.05,637,0.000965856923782
0.0506693909487,1740.14328833,91.6720005832,6090.53697774,0.05,638,0.000965856923782
0.0506693909487,496.101250988,28.6371482364,1736.38984703,0.05,641,0.000965856923782
0.0506693909487,233.863712809,15.349731893,818.558463404,0.05,640,0.000965856923782
0.0506693909487,1443.05451574,76.6186934182,5050.72627366,0.05,642,0.000965856923782
0.0506693909487,506.332860912,29.1555776797,1772.20048176,0.05,643,0.000965856923782
0.0506693909487,250.530914927,16.1942488732,876.89367082,0.05,644,0.000965856923782
0.0506693909487,553.694990592,31.5553879447,1937.96793565,0.05,645,0.000965856923782
0.0506693909487,1928.02381747,101.191792566,6748.11882971,0.05,646,0.000965856923782
0.0506693909487,1640.96076173,86.6464823674,5743.39813462,0.05,648,0.000965856923782
0.0506693909487,962.88836537,52.2889670249,3370.14474737,0.05,647,0.000965856923782
0.0506693909487,857.299073799,46.9388219302,3000.58222687,0.05,649,0.000965856923782
0.0506693909487,1114.09456961,59.9504933012,3899.3664622,0.05,650,0.000965856923782
